,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,spectral_type,index,temperature,radius,name,description,image,external_url,premium,price
0,0,0,,,,,Sol,0.0,0.0,0.0,0.0,0.0,0.0,-26.7,4.85,G2V,0.656,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,,1.0,,,,G,0,5401.192142701287,1.1531259157138714,HIP0 - Sol,Our main star.,https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip0.png,https://explorer.openstars.org/#view/hip-0,300,50.0
70666,70666,70890,,,Gl 551,,Proxima Centauri,14.495985,-62.679485,1.2959,-3775.64,768.16,-16.0,11.01,15.447,M5Ve,1.807,-0.472264,-0.361451,-1.151219,-1.186e-05,2.079e-05,1.675e-05,3.795039916831576,-1.09396338473328,-1.83048192485e-05,3.724144768e-06,,,Cen,1,70666,,5.77032135332e-05,V645,11.079,10.939,M,1,3304.1824278604618,0.02349939814095855,HIP70890 - Proxima Centauri,"HIP70890 - Proxima Centauri belongs to the Cen constellation. For more information, visit https://explorer.openstars.org/#view/hip-70890",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip70890.png,https://explorer.openstars.org/#view/hip-70890,300,0.18
71456,71456,71683,128620.0,5459.0,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-7.22e-06,2.476e-05,2.491e-05,3.838179211777228,-1.0617531757704175,-1.78323683168e-05,2.336026238e-06,Alp-1,,Cen,1,71456,Gl 559,1.543121065657792,,0.113,-0.087,G,2,5224.566404789661,1.5306596772982002,HIP71683 - Rigil Kentaurus,"HIP71683 - Rigil Kentaurus belongs to the Cen constellation. For more information, visit https://explorer.openstars.org/#view/hip-71683",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip71683.png,https://explorer.openstars.org/#view/hip-71683,300,0.22
71453,71453,71681,128621.0,5460.0,Gl 559B,Alp2Cen,,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-7.22e-06,2.476e-05,2.491e-05,3.838069570777228,-1.0618286487704176,-1.78323683168e-05,2.336026238e-06,Alp-2,,Cen,2,71456,Gl 559,0.4409608164506375,,,,K,3,4702.224260019426,1.0106350181910821,HIP71681,"HIP71681 belongs to the Cen constellation. For more information, visit https://explorer.openstars.org/#view/hip-71681",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip71681.png,https://explorer.openstars.org/#view/hip-71681,0,0.11
87665,87665,87937,,,Gl 699,,Barnard's Star,17.963472,4.693388,1.8238,-797.84,9999.99,-111.0,9.54,13.235,M4V,1.57,-0.017373,-1.816613,0.149123,-5.91e-06,0.0001204,7.888e-05,4.702826031672147,0.0819150787324337,-3.8680374689e-06,5.0066369421e-05,,,Oph,1,87665,,0.0004425883723626,V2500,9.59,9.49,M,4,3564.1400030345985,0.055887463515701494,HIP87937 - Barnard's Star,"HIP87937 - Barnard's Star belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-87937",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip87937.png,https://explorer.openstars.org/#view/hip-87937,300,0.19
53879,53879,54035,95735.0,,Gl 411,,Lalande 21185,11.055632,35.969877,2.5469,-580.2,-4767.09,-84.3,7.49,10.46,M2V,1.502,-1.998,0.504305,1.495504,3.587e-05,-1.66e-06,-9.828e-05,2.894357577221472,0.627792793335765,-2.8128889745e-06,-2.3111504484e-05,,,UMa,1,53879,,0.0057016427228074,,,,M,5,3648.591406731007,0.19121446226683997,HIP54035 - Lalande 21185,"HIP54035 - Lalande 21185 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-54035",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip54035.png,https://explorer.openstars.org/#view/hip-54035,300,0.2
32263,32263,32349,48915.0,2491.0,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494323,2.476731,-0.758485,9.53e-06,-1.207e-05,-1.221e-05,1.7677953696021995,-0.291751258517685,-2.6471311772e-06,-5.929659164e-06,Alp,9.0,CMa,1,32263,Gl 244,22.824433121735037,,-1.333,-1.523,A,6,10165.218090113261,1.553347292838398,HIP32349 - Sirius,"HIP32349 - Sirius belongs to the CMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-32349",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip32349.png,https://explorer.openstars.org/#view/hip-32349,300,0.23
92115,92115,92403,,,Gl 729,,,18.830369,-23.836232,2.9698,637.55,-192.47,-12.1,10.37,13.006,M3.5Ve,1.51,0.585883,-2.652454,-1.200123,6.28e-06,1.413e-05,2.47e-06,4.929779029634179,-0.4160207358077875,3.0909296203e-06,-9.3312089e-07,,,Sgr,1,92115,,0.0005465123745198,V1216,10.408,10.338,M,7,3638.3962425580635,0.05958906374699394,HIP92403,"HIP92403 belongs to the Sgr constellation. For more information, visit https://explorer.openstars.org/#view/hip-92403",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip92403.png,https://explorer.openstars.org/#view/hip-92403,0,0.09
16496,16496,16537,22049.0,1084.0,Gl 144,18Eps Eri,,3.548848,-9.458262,3.2161,-976.44,17.97,16.9,3.72,6.183,K2V,0.881,1.89897,2.541426,-0.528523,2.243e-05,4.58e-06,-2.56e-06,0.9290861752463538,-0.1650778156910925,-4.7339147024e-06,8.7121018e-08,Eps,18.0,Eri,1,16496,,0.2929543829769431,Eps,3.735,3.715,K,8,4748.606174087634,0.807869376911431,HIP16537,"HIP16537 belongs to the Eri constellation. For more information, visit https://explorer.openstars.org/#view/hip-16537",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip16537.png,https://explorer.openstars.org/#view/hip-16537,0,0.11
113687,113687,114046,217987.0,,Gl 887,,Lacaille 9352,23.097531,-35.853073,3.2759,6767.26,1326.66,9.5,7.35,9.773,M2/M3V,1.483,2.581532,-0.621353,-1.918773,4.484e-05,9.974e-05,1.138e-05,6.046919538269939,-0.6257541624947276,3.28086022787e-05,6.431829174e-06,,,PsA,1,113687,,0.0107349493580523,,,,M,9,3673.0938583727107,0.2588183532909734,HIP114046 - Lacaille 9352,"HIP114046 - Lacaille 9352 belongs to the PsA constellation. For more information, visit https://explorer.openstars.org/#view/hip-114046",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip114046.png,https://explorer.openstars.org/#view/hip-114046,300,0.2
57375,57375,57548,,,Gl 447,,,11.795666,0.804563,3.3553,605.62,-1219.23,-31.1,11.12,13.491,M4.5V,1.746,-3.349892,0.179372,0.047111,3.095e-05,-1.152e-05,-2.028e-05,3.0880980421253565,0.0140422688039262,2.9361286121e-06,-5.910993837e-06,,,Vir,1,57375,,0.0003496230040027,,11.171,11.041,M,10,3366.5036854851605,0.05568105879826735,HIP57548,"HIP57548 belongs to the Vir constellation. For more information, visit https://explorer.openstars.org/#view/hip-57548",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip57548.png,https://explorer.openstars.org/#view/hip-57548,0,0.09
91487,91487,91772,173740.0,,Gl 725B,,,18.713249,59.626847,3.4545,-1393.2,1845.73,1.2,9.7,12.008,K5,1.561,0.324167,-1.716358,2.980381,-2.776e-05,2.126e-05,1.669e-05,4.899117170788272,1.0406847970760271,-6.7544241975e-06,8.948351546e-06,,,Dra,2,91484,Gl 725,0.0013702505971242,,,,K,11,3575.036747395495,0.09769283605522941,HIP91772,"HIP91772 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-91772",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip91772.png,https://explorer.openstars.org/#view/hip-91772,0,0.09
103879,103879,104214,201091.0,8085.0,Gl 820A,61    Cyg,,21.114794,38.749415,3.4865,4155.1,3258.9,-64.8,5.2,7.488,K5V,1.069,1.979356,-1.863636,2.181892,-1.456e-05,0.0001102,1.49e-06,5.527840164315857,0.6763048804390562,2.01444932407e-05,1.5799593035e-05,,61.0,Cyg,1,103879,Gl 820,0.0880643228418064,V1803,5.682,5.002,K,12,4334.287434570394,0.531925647458175,HIP104214,"HIP104214 belongs to the Cyg constellation. For more information, visit https://explorer.openstars.org/#view/hip-104214",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip104214.png,https://explorer.openstars.org/#view/hip-104214,0,0.11
103883,103883,104217,201092.0,8086.0,Gl 820B,61    Cyg,,21.115163,38.742055,3.498,4107.4,3143.72,-64.3,6.05,8.331,K7V,1.309,1.986273,-1.869789,2.188742,-1.387e-05,0.00010874,4.4e-07,5.527936854824758,0.6761764153655825,1.99132371151e-05,1.5241184638e-05,,61.0,Cyg,2,103879,Gl 820,0.0405135220229263,,,,K,13,3918.3587652857577,0.44158618682081946,HIP104217,"HIP104217 belongs to the Cyg constellation. For more information, visit https://explorer.openstars.org/#view/hip-104217",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip104217.png,https://explorer.openstars.org/#view/hip-104217,0,0.1
37173,37173,37279,61421.0,2943.0,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4.0,0.4,2.671,F5IV-V,0.432,-1.469312,3.17617,0.320024,1.212e-05,2.89e-06,-1.792e-05,2.004083041242831,0.09119333187796,-3.4740293907e-06,-5.015785376e-06,Alp,10.0,CMi,1,37173,Gl 280,7.4404636619191935,,,,F,14,6331.646916309597,2.287005082354353,HIP37279 - Procyon,"HIP37279 - Procyon belongs to the CMi constellation. For more information, visit https://explorer.openstars.org/#view/hip-37279",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip37279.png,https://explorer.openstars.org/#view/hip-37279,300,0.22
91484,91484,91768,173739.0,,Gl 725A,,,18.713179,59.630396,3.5691,-1326.88,1802.12,-0.8,8.94,11.177,K5,1.504,0.334856,-1.773105,3.079349,-2.763e-05,2.258e-05,1.506e-05,4.89909872516206,1.040746744087625,-6.4328957645e-06,8.7369243e-06,,,Dra,1,91484,Gl 725,0.0029457779023394,,9.149,8.809,K,15,3646.0359232127153,0.13767220954947776,HIP91768,"HIP91768 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-91768",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip91768.png,https://explorer.openstars.org/#view/hip-91768,0,0.09
1472,1472,1475,1326.0,,Gl 15A,,,0.306174,44.022954,3.5873,2888.92,410.58,12.0,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,-1.7e-07,5.039e-05,1.366e-05,0.0801562054445776,0.7683454902950787,1.40058793803e-05,1.990548009e-06,,,And,1,1472,Gl  15,0.0065102849843486,GX,8.125,8.065,M,16,3576.2526429113395,0.21266269967701612,HIP1475,"HIP1475 belongs to the And constellation. For more information, visit https://explorer.openstars.org/#view/hip-1475",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip1475.png,https://explorer.openstars.org/#view/hip-1475,0,0.1
108526,108526,108870,209100.0,8387.0,Gl 845,Eps Ind,,22.055486,-56.785977,3.6224,3959.97,-2538.84,-40.4,4.69,6.895,K5V,1.056,1.732589,-0.966715,-3.030307,-1.843e-05,8.993e-05,1.014e-05,5.774112723667677,-0.9911022626319111,1.91984763058e-05,-1.2308643647e-05,Eps,,Ind,1,108526,,0.1520547529732495,,,,K,17,4360.0485242378645,0.6905688136355516,HIP108870,"HIP108870 belongs to the Ind constellation. For more information, visit https://explorer.openstars.org/#view/hip-108870",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip108870.png,https://explorer.openstars.org/#view/hip-108870,0,0.11
8087,8087,8102,10700.0,509.0,Gl 71,52Tau Cet,,1.734479,-15.93748,3.6502,-1721.82,854.07,-17.0,3.49,5.678,G8V,0.727,3.154083,1.539508,-1.00226,2.07e-06,-3.289e-05,1.931e-05,0.4540854403344977,-0.2781615013282412,-8.3476189145e-06,4.140648201e-06,Tau,52.0,Cet,1,8087,,0.4664445252037795,,,,G,18,5171.894159273378,0.859195134781394,HIP8102,"HIP8102 belongs to the Cet constellation. For more information, visit https://explorer.openstars.org/#view/hip-8102",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip8102.png,https://explorer.openstars.org/#view/hip-8102,0,0.11
5632,5632,5643,,,Gl 54.1,,,1.208502,-16.998967,3.6899,1210.09,646.95,28.0,12.1,14.265,M5.5Ve,1.85,3.353772,1.097975,-1.078832,2.251e-05,3.014e-05,2.69e-06,0.3163851484663366,-0.2966879456065725,5.866681867e-06,3.136502106e-06,,,Cet,1,5632,,0.0001713957307508,YZ,12.201,12.001,M,19,3261.9494553253403,0.04153722592880666,HIP5643,"HIP5643 belongs to the Cet constellation. For more information, visit https://explorer.openstars.org/#view/hip-5643",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip5643.png,https://explorer.openstars.org/#view/hip-5643,0,0.08
82472,82472,82724,,,,,,16.908863,-62.399734,3.6964,294.47,205.48,0.0,11.85,14.011,Mp,1.729,-0.482554,-1.64315,-3.275755,4.14e-06,-4.62e-06,1.71e-06,4.426729956769895,-1.0890808122924376,1.4276308451e-06,9.9619515e-07,,,Ara,1,82472,,0.000216570849471,,,,M,20,3384.4008727869805,0.04336974904273621,HIP82724,"HIP82724 belongs to the Ara constellation. For more information, visit https://explorer.openstars.org/#view/hip-82724",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip82724.png,https://explorer.openstars.org/#view/hip-82724,0,0.08
36107,36107,36208,,,Gl 273,,Luyten's Star,7.456805,5.225785,3.8026,571.27,-3694.25,18.2,9.84,11.94,M5,1.573,-1.409549,3.514856,0.346358,-1.899e-05,1.905e-05,-6.612e-05,1.952186961957238,0.0912071574928112,2.7695951129e-06,-1.7910229393e-05,,,CMi,1,36107,,0.0014588142602753,,,,M,21,3560.52617247955,0.1016211907520786,HIP36208 - Luyten's Star,"HIP36208 - Luyten's Star belongs to the CMi constellation. For more information, visit https://explorer.openstars.org/#view/hip-36208",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip36208.png,https://explorer.openstars.org/#view/hip-36208,300,0.19
24129,24129,24186,33793.0,,Gl 191,,Kapteyn's Star,5.194169,-45.018417,3.9114,6506.05,-5731.39,245.5,8.86,10.898,M0V,1.543,0.578997,2.705174,-2.76822,-9.951e-05,0.0001243,-0.00025439,1.359830239429058,-0.7857196034245437,3.15422204637e-05,-2.7786562805e-05,,,Pic,1,24129,,0.0038089037649813,VZ,9.148,8.828,M,22,3597.0822820187645,0.16082068544825603,HIP24186 - Kapteyn's Star,"HIP24186 - Kapteyn's Star belongs to the Pic constellation. For more information, visit https://explorer.openstars.org/#view/hip-24186",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip24186.png,https://explorer.openstars.org/#view/hip-24186,300,0.19
104751,104751,105090,202560.0,,Gl 825,,Lacaille 8760,21.287725,-38.867362,3.9462,-3259.0,-1146.99,28.2,6.69,8.709,M1/M2V,1.397,2.330004,-2.003156,-2.476477,-3.405e-05,-5.295e-05,-3.518e-05,5.573113374318819,-0.6783634426887974,-1.58000778493e-05,-5.560764434e-06,,,Mic,1,104751,,0.0286022369395428,AX,6.707,6.667,M,23,3789.368621917153,0.39678188137439585,HIP105090 - Lacaille 8760,"HIP105090 - Lacaille 8760 belongs to the Mic constellation. For more information, visit https://explorer.openstars.org/#view/hip-105090",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip105090.png,https://explorer.openstars.org/#view/hip-105090,300,0.2
110547,110547,110893,239960.0,,Gl 860A,,Kruger 60,22.466642,57.695875,4.001,-870.23,-471.1,-33.3,9.59,11.579,M2V,1.613,1.968033,-0.83547,3.381486,-1.624e-05,-1.144e-05,-3.367e-05,5.881753022801692,1.0069829823740712,-4.2189940922e-06,-2.283957249e-06,,,Cep,1,110547,Gl 860,0.0020342297432117,DO,9.628,9.548,M,24,3513.2014722481085,0.12323885056575631,HIP110893 - Kruger 60,"HIP110893 - Kruger 60 belongs to the Cep constellation. For more information, visit https://explorer.openstars.org/#view/hip-110893",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip110893.png,https://explorer.openstars.org/#view/hip-110893,300,0.19
72284,72284,72511,,,Gl 563.2B,,,14.825751,-26.105704,4.034,-1389.7,135.76,44.0,11.72,13.691,M,1.48,-2.675893,-2.442217,-1.775248,-4.903e-05,-7.96e-06,-1.742e-05,3.8813724592624617,-0.455630482898295,-6.7374557186e-06,6.58183052e-07,,,Hya,2,72283,Gl 563.2,0.0002908037482735,,11.84,11.53,M,25,3677.000366525787,0.04257071603238099,HIP72511,"HIP72511 belongs to the Hya constellation. For more information, visit https://explorer.openstars.org/#view/hip-72511",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip72511.png,https://explorer.openstars.org/#view/hip-72511,0,0.09
30847,30847,30920,,,Gl 234A,,,6.489833,-2.813979,4.1268,694.73,-618.62,16.7,11.12,13.042,M4.5Ve,1.69,-0.527146,4.088126,-0.202607,-1.589e-05,1.454e-05,-1.32e-05,1.6990344172782257,-0.0491131976009125,3.3681460829e-06,-2.99915439e-06,,,Mon,1,30847,Gl 234,0.0005286886658508,V577,11.176,11.066,M,26,3426.3736005720834,0.0660880584744912,HIP30920,"HIP30920 belongs to the Mon constellation. For more information, visit https://explorer.openstars.org/#view/hip-30920",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip30920.png,https://explorer.openstars.org/#view/hip-30920,0,0.09
3820,3820,3829,,,Gl 35,,Van Maanen's Star,0.819416,5.38861,4.2626,1233.05,-2710.56,54.0,12.37,14.222,DG,0.554,4.146957,0.903519,0.400348,5.345e-05,3.772e-05,-5.057e-05,0.2145225144570207,0.0940489788001337,5.977995088e-06,-1.3141165699e-05,,,,1,3820,,0.0001783199772232,,12.621,12.091,D,27,5779.629372654604,0.013495374759802236,HIP3829 - Van Maanen's Star,,https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip3829.png,https://explorer.openstars.org/#view/hip-3829,300,0.18
80579,80579,80824,,,Gl 628,,,16.505017,-12.662594,4.2922,-93.61,-1184.9,-13.0,10.1,11.937,M4,1.604,-1.597477,-3.871023,-0.940865,5.21e-06,1.773e-05,-2.114e-05,4.321003264951744,-0.221003949876375,-4.538340863e-07,-5.7445573e-06,,,Oph,1,80579,,0.0014628506869998,V2306,10.143,10.063,M,28,3523.712182025067,0.10389898366124514,HIP80824,"HIP80824 belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-80824",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip80824.png,https://explorer.openstars.org/#view/hip-80824,0,0.09
442,442,439,225213.0,,Gl 1,,,0.089883,-37.357364,4.3399,5634.07,-2337.94,22.9,8.56,10.373,M2V,1.462,3.448844,0.081384,-2.633508,-1.398e-05,0.00011824,-5.331e-05,0.0235313919936556,-0.6520089932134262,2.7314742132e-05,-1.1334652963e-05,,,Scl,1,442,,0.0061773185859152,,,,M,29,3700.659451821592,0.19346337601168978,HIP439,"HIP439 belongs to the Scl constellation. For more information, visit https://explorer.openstars.org/#view/hip-439",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip439.png,https://explorer.openstars.org/#view/hip-439,0,0.1
85899,85899,86162,,,Gl 687,,,17.607283,68.339141,4.5282,-320.47,-1269.55,-23.2,9.15,10.87,M3.5Vvar,1.505,-0.171572,-1.662506,4.208248,-8.76e-06,-1.633e-05,-3.234e-05,4.609575949278982,1.1927430241692911,-1.553682402e-06,-6.154952081e-06,,,Dra,1,85899,,0.003908408957924,,,,M,30,3644.7598584757334,0.15867198206955135,HIP86162,"HIP86162 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-86162",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip86162.png,https://explorer.openstars.org/#view/hip-86162,0,0.09
85264,85264,85523,,,Gl 674,,,17.47772,-46.89519,4.5405,573.32,-879.84,-10.2,9.38,11.094,K5,1.553,-0.422874,-3.073668,-3.314975,1.54e-05,1.935e-05,-5.62e-06,4.575656339920692,-0.8184754718660113,2.7795337933e-06,-4.265584687e-06,,,Ara,1,85264,,0.0031798014276915,,,,K,31,3584.7929527975116,0.1479607330763468,HIP85523,"HIP85523 belongs to the Ara constellation. For more information, visit https://explorer.openstars.org/#view/hip-85523",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip85523.png,https://explorer.openstars.org/#view/hip-85523,0,0.09
57194,57194,57367,,,Gl 440,,,11.761338,-64.841517,4.6081,2665.17,-346.83,0.0,11.5,13.182,DC:,0.196,-1.955207,0.122023,-4.170954,3.27e-06,-5.986e-05,-3.29e-06,3.079111182701738,-1.13169796494377,1.292110877e-05,-1.681479288e-06,,,Mus,1,57194,,0.0004647292416762,,11.575,11.405,D,32,7908.632579870763,0.011630877039139887,HIP57367,"HIP57367 belongs to the Mus constellation. For more information, visit https://explorer.openstars.org/#view/hip-57367",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip57367.png,https://explorer.openstars.org/#view/hip-57367,0,0.09
63518,63518,63721,113447.0,,,,,13.057957,25.797084,4.6164,-43.77,-16.46,-34.0,8.75,10.428,F3V,0.455,-3.997663,-1.136452,2.008857,2.969e-05,9.46e-06,-1.546e-05,3.418565169224205,0.4502440527471038,-2.122029479e-07,-7.9800331e-08,,,Com,1,63518,,0.005872188659713,,,,F,33,6217.581635663424,0.06682254090940991,HIP63721,"HIP63721 belongs to the Com constellation. For more information, visit https://explorer.openstars.org/#view/hip-63721",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip63721.png,https://explorer.openstars.org/#view/hip-63721,0,0.1
72283,72283,72509,,,Gl 563.2A,,,14.825516,-26.111672,4.6583,-1421.6,-203.6,22.0,12.07,13.729,M,1.524,-3.089858,-2.819683,-2.050308,-3.507e-05,1.146e-05,-1.403e-05,3.881310887026276,-0.4557346569557137,-6.8921112827e-06,-9.87080653e-07,,,,1,72283,Gl 563.2,0.0002808018728116,,,,M,34,3620.724890305991,0.04314330840750351,HIP72509,,https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip72509.png,https://explorer.openstars.org/#view/hip-72509,0,0.08
112660,112660,113020,,,Gl 876,,,22.887977,-14.263701,4.6887,960.33,-675.64,-1.5,10.16,11.805,M5,1.597,4.352933,-1.304309,-1.155222,1.22e-06,2.242e-05,-1.451e-05,5.992058277348161,-0.2489485384575712,4.6558112184e-06,-3.275595151e-06,,,Aqr,1,112660,,0.001651961798229,IL,10.202,10.102,M,35,3531.941725530727,0.10989136345329001,HIP113020,"HIP113020 belongs to the Aqr constellation. For more information, visit https://explorer.openstars.org/#view/hip-113020",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip113020.png,https://explorer.openstars.org/#view/hip-113020,0,0.09
54052,54052,54211,,,Gl 412A,,,11.091542,43.526777,4.848,-4410.79,943.32,68.8,8.82,10.392,M2Vvar,1.491,-3.416483,0.828486,3.33921,-1.034e-05,0.00010916,6.453e-05,2.9037590320082702,0.7596855747635962,-2.13841133405e-05,4.573344411e-06,,,UMa,1,54052,Gl 412,0.0060701580634104,WX,8.858,8.788,M,36,3662.7270299077395,0.19577218952682213,HIP54211,"HIP54211 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-54211",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip54211.png,https://explorer.openstars.org/#view/hip-54211,0,0.1
49767,49767,49908,88230.0,,Gl 380,,,10.189602,49.454237,4.8731,-1361.55,-505.0,-25.4,6.6,8.161,K8V,1.326,-2.818415,1.445842,3.702832,2.164e-05,2.505e-05,-2.749e-05,2.6676316744191584,0.8631392602954976,-6.6009806676e-06,-2.448309086e-06,,,UMa,1,49767,,0.0473805393338825,,,,K,37,3892.5874527192623,0.48385962485128664,HIP49908,"HIP49908 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-49908",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip49908.png,https://explorer.openstars.org/#view/hip-49908,0,0.1
106098,106098,106440,204961.0,,Gl 832,,,21.559441,-49.009006,4.9537,-46.18,-818.01,4.1,8.66,10.185,M1V,1.521,2.608354,-1.937731,-3.739143,-1.036e-05,6.31e-06,-1.605e-05,5.64424857298912,-0.855368519963395,-2.238869576e-07,-3.965824388e-06,,,Gru,1,106098,,0.0073451386815711,,,,M,38,3624.493534905209,0.21990326431699583,HIP106440,"HIP106440 belongs to the Gru constellation. For more information, visit https://explorer.openstars.org/#view/hip-106440",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip106440.png,https://explorer.openstars.org/#view/hip-106440,0,0.1
19799,19799,19849,26965.0,1325.0,Gl 166A,40Omi2Eri,,4.254537,-7.652871,4.9845,-2239.33,-3419.86,-42.7,4.43,5.942,K1V,0.82,2.179524,4.432894,-0.66374,2.462e-05,-7.258e-05,-7.609e-05,1.1138350819408132,-0.1335677885549312,-1.08565781927e-05,-1.6579949135e-05,Omi-2,40.0,Eri,1,19799,Gl 166,0.3657631930094519,,,,K,39,4905.60247423267,0.8457644582884284,HIP19849,"HIP19849 belongs to the Eri constellation. For more information, visit https://explorer.openstars.org/#view/hip-19849",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip19849.png,https://explorer.openstars.org/#view/hip-19849,0,0.11
1240,1240,1242,,,GJ 1005A,,,0.257803,-16.133807,4.9868,728.18,-617.48,-29.0,11.49,13.001,M:,1.75,4.779241,0.32306,-1.385667,-3.375e-05,1.536e-05,-6.1e-06,0.0674927592672668,-0.2815880592407475,3.530316259e-06,-2.993627514e-06,,,Cet,1,1240,GJ 1005,0.0005490349610252,,11.558,11.378,M,40,3362.326881235004,0.06993681815757485,HIP1242,"HIP1242 belongs to the Cet constellation. For more information, visit https://explorer.openstars.org/#view/hip-1242",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip1242.png,https://explorer.openstars.org/#view/hip-1242,0,0.09
85951,85951,86214,,,Gl 682,,,17.617729,-44.319215,5.0787,-710.11,-937.99,-60.0,10.94,12.411,M5,1.655,-0.363042,-3.615031,-3.547885,-1.14e-05,6.148e-05,2.635e-05,4.612310785283764,-0.7735162266586175,-3.4427104269e-06,-4.547503842e-06,,,Sco,1,85951,,0.0009453660459579,,11.004,10.884,M,41,3465.1684791654193,0.08638548436285484,HIP86214,"HIP86214 belongs to the Sco constellation. For more information, visit https://explorer.openstars.org/#view/hip-86214",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip86214.png,https://explorer.openstars.org/#view/hip-86214,0,0.09
88327,88327,88601,165341.0,6752.0,Gl 702A,70    Oph,,18.090913,2.500099,5.0834,124.56,-962.66,-6.9,4.03,5.499,K0V SB,0.86,0.120862,-5.077062,0.221741,2.93e-06,6.09e-06,-2.401e-05,4.736189845984304,0.0436349668104512,6.038839205e-07,-4.667107377e-06,,70.0,Oph,1,88327,Gl 702,0.5500472528676338,V2391,4.05,4.02,K,42,4801.222978196733,1.0825752966035076,HIP88601,"HIP88601 belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-88601",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip88601.png,https://explorer.openstars.org/#view/hip-88601,0,0.11
