,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,spectral_type,index,temperature,radius,name,description,image,external_url,premium,price
13368,13368,13402,17925.0,857.0,Gl 117,,,2.87559,-12.769714,10.352,398.11,-189.55,18.8,6.05,5.975,K1V,0.862,7.367728,6.902771,-2.288171,-1.51e-06,2.596e-05,-1.353e-05,0.752827613302757,-0.2228735599378962,1.9300917436e-06,-9.18964331e-07,,,Eri,1,13368,,0.3548133892335754,EP,6.08,6.04,K,186,4796.149029940933,0.8714734889550256,HIP13402,"HIP13402 belongs to the Eri constellation. For more information, visit https://explorer.openstars.org/#view/hip-13402",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip13402.png,https://explorer.openstars.org/#view/hip-13402,0,0.11
56077,56077,56244,,,Gl 431,,,11.529625,-41.046439,10.3563,-715.84,170.73,-78.0,11.55,11.474,M,1.635,-7.750812,0.959396,-6.800218,5.853e-05,2.897e-05,5.885e-05,3.018448817210305,-0.7163955054290351,-3.4704902508e-06,8.27722396e-07,,,Cen,1,56077,,0.002240784026786,V857,11.649,11.479,M,187,3487.8352583882915,0.13122745138558936,HIP56244,"HIP56244 belongs to the Cen constellation. For more information, visit https://explorer.openstars.org/#view/hip-56244",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip56244.png,https://explorer.openstars.org/#view/hip-56244,0,0.09
37718,37718,37826,62509.0,2990.0,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.16,1.084,K0IIIvar,0.991,-4.055465,8.19518,4.867171,2.624e-05,1.782e-05,-3.1e-07,2.0303268874812184,0.4891494417459975,-3.0334307178e-06,-2.22771886e-07,Bet,78.0,Gem,1,37718,,32.09223768048434,,,,K,188,4494.839126873376,9.41918440290542,HIP37826 - Pollux,"HIP37826 - Pollux belongs to the Gem constellation. For more information, visit https://explorer.openstars.org/#view/hip-37826",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip37826.png,https://explorer.openstars.org/#view/hip-37826,300,0.22
10255,10255,10279,,,Gl 87,,,2.205831,3.57562,10.4145,-1761.07,-1852.82,-2.7,10.04,9.952,M3V:,1.431,8.708661,5.674387,0.649508,5.113e-05,-7.28e-05,-9.353e-05,0.5774851023025136,0.0624063381576849,-8.5379082841e-06,-8.982724836e-06,,,Cet,1,10255,,0.009103323996799,,,,M,189,3742.312151627862,0.229619255256162,HIP10279,"HIP10279 belongs to the Cet constellation. For more information, visit https://explorer.openstars.org/#view/hip-10279",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip10279.png,https://explorer.openstars.org/#view/hip-10279,0,0.09
118740,118742,55203,98231.0,4375.0,Gl 423A,53Xi  UMa,,11.303118,31.528783,10.4167,-425.24,-581.01,-15.9,4.33,4.241,G0 Ve,0.59,-8.73089,1.610966,5.446747,2.43e-06,2.139e-05,-3.351e-05,2.9591494159152405,0.55028106395935,-2.0616216951e-06,-2.816820813e-06,Xi,53.0,UMa,1,118742,Gl 423,1.7522658618857083,,,,G,190,5638.653958185811,1.400250541993665,HIP55203,"HIP55203 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-55203",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip55203.png,https://explorer.openstars.org/#view/hip-55203,0,0.11
76665,76665,76901,,,Gl 595,,,15.701832,-19.471772,10.4275,-2032.22,-1039.54,83.0,11.83,11.739,M5,1.591,-5.564952,-8.105292,-3.476175,-0.00012008,6.59e-06,-7.784e-05,4.110730115794934,-0.3398465305311725,-9.8524805789e-06,-5.039832134e-06,,,Lib,1,76665,,0.0017554966296212,,11.936,11.616,M,191,3539.0339809675356,0.11282631090147759,HIP76901,"HIP76901 belongs to the Lib constellation. For more information, visit https://explorer.openstars.org/#view/hip-76901",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip76901.png,https://explorer.openstars.org/#view/hip-76901,0,0.09
45776,45776,45908,304636.0,,Gl 341,,,9.360584,-60.281953,10.4624,-838.48,181.94,36.2,9.49,9.392,M0V,1.472,-3.996814,3.305667,-9.086618,6.78e-06,4.958e-05,-2.758e-05,2.450595082674699,-1.0521185548874126,-4.0650657487e-06,8.8207001e-07,,,Car,1,45776,,0.0152475476765991,,,,M,192,3687.4687037972612,0.3060132839616092,HIP45908,"HIP45908 belongs to the Car constellation. For more information, visit https://explorer.openstars.org/#view/hip-45908",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip45908.png,https://explorer.openstars.org/#view/hip-45908,0,0.1
33056,33056,33142,,,NN 3412A,,,6.901092,60.871764,10.4789,494.25,-991.36,0.0,11.01,10.908,M:,1.552,-1.192279,4.95947,9.15366,-3.469e-05,3.691e-05,-2.451e-05,1.8067016656766413,1.0624127013220988,2.3961916161e-06,-4.806248903e-06,,,Lyn,1,33056,NN 3412,0.0037739835253658,,11.064,10.944,M,193,3586.017162819313,0.16107181675816212,HIP33142,"HIP33142 belongs to the Lyn constellation. For more information, visit https://explorer.openstars.org/#view/hip-33142",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip33142.png,https://explorer.openstars.org/#view/hip-33142,0,0.09
14596,14596,14632,19373.0,937.0,Gl 124,Iot Per,,3.151005,49.613278,10.5407,1262.29,-91.53,49.5,4.05,3.936,G0V,0.595,4.634786,5.016825,8.029067,-2.27e-05,7.048e-05,3.553e-05,0.8249312928528225,0.8659150461878412,6.1197546082e-06,-4.43749961e-07,Iot,,Per,1,14596,,2.320598461598921,,,,G,194,5619.748138999483,1.6220833762594111,HIP14632,"HIP14632 belongs to the Per constellation. For more information, visit https://explorer.openstars.org/#view/hip-14632",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip14632.png,https://explorer.openstars.org/#view/hip-14632,0,0.11
48575,48575,48714,,,Gl 373,,,9.9358,62.788463,10.5619,-304.56,-583.14,14.9,8.99,8.871,M2,1.438,-4.141492,2.484907,9.393073,-2.072e-05,3.062e-05,-1e-07,2.601186422200227,1.09586541250316,-1.4765485455e-06,-2.827142496e-06,,,UMa,1,48575,,0.0246376907672176,,,,M,195,3732.804410879425,0.3795259716593707,HIP48714,"HIP48714 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-48714",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip48714.png,https://explorer.openstars.org/#view/hip-48714,0,0.1
62491,62491,62687,111631.0,,Gl 488,,,12.845435,-0.768132,10.5708,-28.77,-397.85,6.1,8.49,8.369,M0.5V,1.409,-10.312056,-2.32043,-0.141713,-6.14e-06,1.3e-07,-2.047e-05,3.362927113542161,-0.013406424273245,-1.394808958e-07,-1.928831228e-06,,,Vir,1,62491,,0.039120103938735,,,,M,196,3772.5921908119817,0.4681126218875069,HIP62687,"HIP62687 belongs to the Vir constellation. For more information, visit https://explorer.openstars.org/#view/hip-62687",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip62687.png,https://explorer.openstars.org/#view/hip-62687,0,0.1
83342,83342,83599,,,Gl 654,,,17.087161,-5.094228,10.5719,-921.19,-1128.23,34.6,10.08,9.959,M0V,1.476,-2.492689,-10.231171,-0.938748,-5.3e-05,-1.809e-05,-6.073e-05,4.47340833401749,-0.088911044867145,-4.4660551439e-06,-5.469813388e-06,,,Oph,1,83342,,0.0090448214904759,,,,M,197,3682.2252349298283,0.23641159096969616,HIP83599,"HIP83599 belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-83599",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip83599.png,https://explorer.openstars.org/#view/hip-83599,0,0.09
37111,37111,37217,,,NN 3459,,,7.644705,-21.224577,10.6033,454.24,-474.49,0.0,11.68,11.553,M2,1.588,-4.125626,8.981866,-3.838654,-1.753e-05,-1.777e-05,-2.274e-05,2.0013792074045478,-0.37043875243378,2.2022176625e-06,-2.300392432e-06,,,Pup,1,37111,,0.0020835311605717,,11.768,11.578,M,198,3542.5934824547935,0.12266110450737874,HIP37217,"HIP37217 belongs to the Pup constellation. For more information, visit https://explorer.openstars.org/#view/hip-37217",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip37217.png,https://explorer.openstars.org/#view/hip-37217,0,0.09
82006,82006,82257,,,GJ 1206,,,16.807101,59.056309,10.6338,139.33,-292.09,0.0,12.24,12.107,DA,0.16,-1.679959,-5.203377,9.120323,2.87e-06,-1.45e-05,-7.74e-06,4.400088816545384,1.0307270291925588,6.754909011e-07,-1.416092279e-06,,,Dra,1,82006,,0.001250834928374,DN,12.414,12.104,D,199,8244.042487224187,0.01755332710972339,HIP82257,"HIP82257 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-82257",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip82257.png,https://explorer.openstars.org/#view/hip-82257,0,0.09
20948,20948,21000,,,,,,4.503495,5.298818,10.6758,106.9,119.86,0.0,9.83,9.688,F8+...,0.6,4.059005,9.824722,0.985911,-5.33e-06,1.58e-06,6.18e-06,1.1790122428259646,0.0924818206046737,5.182658245e-07,5.81097677e-07,,,Tau,1,20948,,0.0116091387012618,,,,F,200,5601.0,0.11574816361888941,HIP21000,"HIP21000 belongs to the Tau constellation. For more information, visit https://explorer.openstars.org/#view/hip-21000",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip21000.png,https://explorer.openstars.org/#view/hip-21000,0,0.09
79513,79513,79755,147379.0,,Gl 617A,,,16.278668,67.238846,10.6872,-497.89,85.88,-19.9,8.61,8.466,M0Vvar,1.409,-1.800975,-3.721866,9.854777,-1.8e-05,2.202e-05,-1.705e-05,4.261745424910201,1.1735392531323952,-2.4138388341e-06,4.16357988e-07,,,Dra,1,79513,Gl 617,0.035776676993611,,,,M,201,3772.5921908119817,0.44767843626609793,HIP79755,"HIP79755 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-79755",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip79755.png,https://explorer.openstars.org/#view/hip-79755,0,0.1
101810,101810,102141,196982.0,,Gl 799A,,,20.697536,-32.43523,10.6952,269.32,-365.69,-4.0,10.27,10.124,Mpe,1.55,5.857959,-6.867725,-5.736307,1.78e-06,1.943e-05,-1.381e-05,5.41860224487679,-0.566101564007545,1.3057002044e-06,-1.772915148e-06,,,Mic,1,101810,Gl 799,0.0077696239599213,AT,10.315,10.235,M,202,3588.468721416026,0.23072680563187703,HIP102141,"HIP102141 belongs to the Mic constellation. For more information, visit https://explorer.openstars.org/#view/hip-102141",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip102141.png,https://explorer.openstars.org/#view/hip-102141,0,0.09
64821,64821,65026,115953.0,,Gl 508A,,,13.329342,47.778029,10.7066,93.65,-17.58,-3.3,8.48,8.332,K0,1.469,-6.763524,-2.453736,7.928718,3.15e-06,-4.03e-06,-3.11e-06,3.489613595745104,0.8338839142353563,4.540280118e-07,-8.5230245e-08,,,CVn,1,64821,Gl 508,0.0404762248687873,,,,K,203,3691.413575841306,0.4973230951410705,HIP65026,"HIP65026 belongs to the CVn constellation. For more information, visit https://explorer.openstars.org/#view/hip-65026",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip65026.png,https://explorer.openstars.org/#view/hip-65026,0,0.1
83334,83334,83591,154363.0,,Gl 653,,,17.084277,-5.066508,10.7066,-916.86,-1137.91,34.2,7.7,7.552,K5V,1.1,-2.53238,-10.360059,-0.945549,-5.326e-05,-1.748e-05,-6.192e-05,4.4726531797012745,-0.08842723950433,-4.4450627115e-06,-5.516743352e-06,,,Oph,1,83334,,0.0830233015924954,,,,K,204,4274.362981694141,0.53107271535884,HIP83591,"HIP83591 belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-83591",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip83591.png,https://explorer.openstars.org/#view/hip-83591,0,0.1
81444,81444,81693,150680.0,6212.0,Gl 635A,40Zet Her,,16.688113,31.602726,10.7158,-462.58,345.05,-70.4,2.81,2.66,F9IV,0.65,-3.073152,-8.593139,5.615032,1.18e-06,7.468e-05,-2.246e-05,4.368937793802669,0.5515716134340349,-2.2426511235e-06,1.672849604e-06,Zet,40.0,Her,1,81444,Gl 635,7.516228940182053,,,,F,205,5421.748566209518,3.134873102416674,HIP81693,"HIP81693 belongs to the Her constellation. For more information, visit https://explorer.openstars.org/#view/hip-81693",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip81693.png,https://explorer.openstars.org/#view/hip-81693,0,0.12
71672,71672,71898,,,Wo 9492,,,14.706065,66.055742,10.7331,-310.62,-59.22,0.0,10.88,10.726,M3,1.615,-3.30789,-2.83419,9.809417,-1.265e-05,1.044e-05,-1.25e-06,3.8500387641277727,1.1528901888167162,-1.5059282545e-06,-2.87106661e-07,,,UMi,1,71672,,0.0044627237076225,,10.931,10.811,M,206,3510.8763884409677,0.18271891823244205,HIP71898,"HIP71898 belongs to the UMi constellation. For more information, visit https://explorer.openstars.org/#view/hip-71898",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip71898.png,https://explorer.openstars.org/#view/hip-71898,0,0.09
79521,79521,79762,,,Gl 617B,,,16.279378,67.256247,10.7423,-485.59,90.73,-19.5,10.69,10.535,M3,1.5,-1.808253,-3.738687,9.906851,-1.751e-05,2.187e-05,-1.657e-05,4.261931166690926,1.173842954875205,-2.3542067514e-06,4.39871452e-07,,,Dra,2,79513,Gl 617,0.0053210825926679,EW,10.745,10.635,M,207,3651.151372767678,0.18446915416091825,HIP79762,"HIP79762 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-79762",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip79762.png,https://explorer.openstars.org/#view/hip-79762,0,0.09
54373,54373,54532,,,Gl 413.1,,,11.15872,-24.598643,10.7527,-796.94,-446.6,-5.0,10.44,10.282,M:,1.529,-9.540629,2.135974,-4.475893,2.307e-05,3.741e-05,-1.904e-05,2.921346017851224,-0.4293273193065987,-3.8636741458e-06,-2.165177897e-06,,,Crt,1,54373,,0.0067173812854738,,10.497,10.377,M,208,3614.4655316432536,0.2114725413639158,HIP54532,"HIP54532 belongs to the Crt constellation. For more information, visit https://explorer.openstars.org/#view/hip-54532",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip54532.png,https://explorer.openstars.org/#view/hip-54532,0,0.09
10116,10116,10138,13445.0,637.0,Gl 86,,,2.173673,-50.823725,10.7828,2092.84,654.32,53.1,6.12,5.956,K0V,0.812,5.738173,3.670852,-8.359261,-7.7e-06,0.00012493,-2.049e-05,0.5690662407780313,-0.8870413329623525,1.01463746321e-05,3.172232874e-06,,,Eri,1,10116,,0.361077145100353,,,,K,209,4927.165605335239,0.8329944354444893,HIP10138,"HIP10138 belongs to the Eri constellation. For more information, visit https://explorer.openstars.org/#view/hip-10138",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip10138.png,https://explorer.openstars.org/#view/hip-10138,0,0.11
10620,10620,10644,13974.0,660.0,Gl 92,8Del Tri,,2.284191,34.224231,10.784,1151.61,-246.32,-6.6,4.84,4.676,G0V,0.607,7.36921,5.020051,6.065246,-3.252e-05,5.069e-05,-1.444e-05,0.5979999336747333,0.5973255168107513,5.5831628266e-06,-1.194193057e-06,Del,8.0,Tri,1,10620,,1.1738159324832202,,,,G,210,5575.013529002134,1.1725618218679033,HIP10644,"HIP10644 belongs to the Tri constellation. For more information, visit https://explorer.openstars.org/#view/hip-10644",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip10644.png,https://explorer.openstars.org/#view/hip-10644,0,0.11
70750,70750,70975,,,Gl 553.1,,,14.516991,-12.2961,10.8178,-405.22,-400.16,0.0,11.92,11.749,M4,1.591,-8.356758,-6.471623,-2.3038,-9.48e-06,1.954e-05,-2.05e-05,3.800539383082532,-0.21460743626621,-1.9645619963e-06,-1.940030424e-06,,,Lib,1,70750,,0.0017394021397803,,12.014,11.744,M,211,3539.0339809675356,0.11230834296766205,HIP70975,"HIP70975 belongs to the Lib constellation. For more information, visit https://explorer.openstars.org/#view/hip-70975",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip70975.png,https://explorer.openstars.org/#view/hip-70975,0,0.09
117345,117345,117712,223778.0,9038.0,Gl 909A,,,23.873533,75.544588,10.8909,341.82,41.88,1.7,6.36,6.175,K3V,0.977,2.717175,-0.089877,10.546133,-1.11e-06,1.809e-05,2.24e-06,6.250076430413575,1.3185017945997286,1.6571901228e-06,2.03039969e-07,,,Cep,1,117345,Gl 909,0.2951209226666385,,,,K,212,4525.253842627435,0.8928659372403531,HIP117712,"HIP117712 belongs to the Cep constellation. For more information, visit https://explorer.openstars.org/#view/hip-117712",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip117712.png,https://explorer.openstars.org/#view/hip-117712,0,0.11
92808,92808,93101,176029.0,,Gl 740,,,18.966705,5.90812,10.9075,-194.47,-1221.78,10.4,9.22,9.031,M2V,1.444,2.716642,-10.504041,1.122757,-5.64e-06,-1.926e-05,-6.316e-05,4.96547175334981,0.1031161476298724,-9.428171645e-07,-5.923356586e-06,,,Ser,1,92808,,0.0212617985986251,,,,M,213,3724.702823805128,0.35412355548450286,HIP93101,"HIP93101 belongs to the Ser constellation. For more information, visit https://explorer.openstars.org/#view/hip-93101",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip93101.png,https://explorer.openstars.org/#view/hip-93101,0,0.1
29243,29243,29316,,,Gl 228A,,,6.181889,10.318066,10.9111,57.62,-926.7,55.5,10.41,10.221,M3,1.45,-0.510998,10.722973,1.954403,-6.12e-06,6.441e-05,-3.805e-05,1.618414773309374,0.1800842232767012,2.793496427e-07,-4.492768377e-06,,,Ori,1,29243,Gl 228,0.0071055876336947,,,,M,214,3716.645052812013,0.20569798336661552,HIP29316,"HIP29316 belongs to the Ori constellation. For more information, visit https://explorer.openstars.org/#view/hip-29316",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip29316.png,https://explorer.openstars.org/#view/hip-29316,0,0.09
57584,57584,57757,102870.0,4540.0,Gl 449,5Bet Vir,,11.844922,1.764718,10.929,740.96,-271.18,4.3,3.59,3.397,F8V,0.518,-10.914853,0.443379,0.336562,-6.43e-06,-3.903e-05,-1.423e-05,3.100993262410165,0.0308001382197925,3.5922754474e-06,-1.314717738e-06,Bet,5.0,Vir,1,57584,,3.8124135110429895,,,,F,215,5929.760032338295,1.8670016798647524,HIP57757,"HIP57757 belongs to the Vir constellation. For more information, visit https://explorer.openstars.org/#view/hip-57757",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip57757.png,https://explorer.openstars.org/#view/hip-57757,0,0.11
66250,66250,66459,,,Gl 519,,,13.624646,35.717763,10.9361,319.53,-58.56,-15.0,9.06,8.866,M9,1.391,-8.087832,-3.663676,6.38434,1.668e-05,-1.104e-05,-1.148e-05,3.566923944845093,0.6233925638147038,1.5491251534e-06,-2.83906891e-07,,,CVn,1,66250,,0.0247514131807431,,,,M,216,3797.8270384047287,0.36748599292022477,HIP66459,"HIP66459 belongs to the CVn constellation. For more information, visit https://explorer.openstars.org/#view/hip-66459",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip66459.png,https://explorer.openstars.org/#view/hip-66459,0,0.1
94776,94776,95071,,,Gl 754.1A,,,19.343035,-7.66668,10.9517,-54.81,-160.23,0.0,12.28,12.083,DAw...,0.07,3.738113,-10.189776,-1.461065,-3.12e-06,6e-08,-8.43e-06,5.06399480089419,-0.1338088171483999,-2.657263783e-07,-7.7681696e-07,,,,1,94776,Gl 754.1,0.0012787922629358,,12.421,12.051,D,217,9265.460324514006,0.014050829762287291,HIP95071,,https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip95071.png,https://explorer.openstars.org/#view/hip-95071,0,0.09
114968,114968,115332,,,NN 4333,,,23.360406,17.29038,10.989,-536.53,-1385.25,0.0,11.7,11.495,M:,1.524,10.345664,-1.748718,3.26609,1.687e-05,-3.184e-05,-7.046e-05,6.115740113755147,0.3017740580367962,-2.6011708402e-06,-6.715881509e-06,,,Peg,1,114968,,0.0021978598727848,,11.774,11.604,M,218,3620.724890305991,0.1206004678094945,HIP115332,"HIP115332 belongs to the Peg constellation. For more information, visit https://explorer.openstars.org/#view/hip-115332",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip115332.png,https://explorer.openstars.org/#view/hip-115332,0,0.09
57459,57459,57632,102647.0,4534.0,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3Vvar,0.09,-10.633926,0.508011,2.767546,-6e-08,2.664e-05,-5.92e-06,3.093856965974249,0.2543304303162062,-2.4193172287e-06,-5.51621005e-07,Bet,94.0,Leo,1,57459,,14.682499678319866,,,,A,219,9011.59196909234,1.5855395195184812,HIP57632 - Denebola,"HIP57632 - Denebola belongs to the Leo constellation. For more information, visit https://explorer.openstars.org/#view/hip-57632",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip57632.png,https://explorer.openstars.org/#view/hip-57632,300,0.22
86134,86134,86400,160346.0,,Gl 688,,,17.654699,3.555239,10.9999,-179.67,-98.24,22.4,6.53,6.323,K3V,0.959,-0.99114,-10.934101,0.682125,-1.163e-05,-2.223e-05,-3.81e-06,4.621989365183526,0.0620506225416087,-8.710647398e-07,-4.76280959e-07,,,Oph,1,86134,,0.2575134990410312,,,,K,220,4565.124241519829,0.8195795024442419,HIP86400,"HIP86400 belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-86400",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip86400.png,https://explorer.openstars.org/#view/hip-86400,0,0.1
8750,8750,8768,11507.0,,Gl 79,,,1.880314,-22.434857,11.0059,844.01,-0.81,14.1,8.89,8.682,K5/M0V,1.424,8.965111,4.808034,-4.20026,-9.55e-06,4.598e-05,-5.54e-06,0.492265126914521,-0.3915621143611625,4.0918759452e-06,-3.92699e-09,,,Cet,1,8750,,0.0293224328230311,,,,K,221,3751.8806669699657,0.40981052065979834,HIP8768,"HIP8768 belongs to the Cet constellation. For more information, visit https://explorer.openstars.org/#view/hip-8768",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip8768.png,https://explorer.openstars.org/#view/hip-8768,0,0.1
88694,88694,88972,166620.0,6806.0,Gl 706,,,18.160408,38.457777,11.0241,-316.17,-468.33,-19.1,6.38,6.168,K2V,0.876,0.362378,-8.624863,6.856197,-1.687e-05,-9.8e-07,-3.175e-05,4.754383598690129,0.6712148308807875,-1.5328354138e-06,-2.27052791e-06,,,Her,1,88694,,0.2970297844017862,,,,K,222,4761.003014032535,0.8092339449631608,HIP88972,"HIP88972 belongs to the Her constellation. For more information, visit https://explorer.openstars.org/#view/hip-88972",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip88972.png,https://explorer.openstars.org/#view/hip-88972,0,0.11
3087,3087,3093,3651.0,166.0,Gl 27,54    Psc,,0.656063,21.250472,11.0595,-461.07,-370.88,-32.9,5.88,5.661,K0V,0.85,10.155576,1.761632,4.008362,-1.957e-05,-2.848e-05,-3.073e-05,0.1717568098586768,0.3708907108264425,-2.2353304369e-06,-1.798076978e-06,,54.0,Psc,1,3087,,0.4738053933388253,,,,K,223,4826.795479547432,0.9941925362273749,HIP3093,"HIP3093 belongs to the Psc constellation. For more information, visit https://explorer.openstars.org/#view/hip-3093",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip3093.png,https://explorer.openstars.org/#view/hip-3093,0,0.11
41706,41706,41824,,,GJ 2069A,,,8.527107,19.394298,11.0656,-229.48,-87.35,0.0,11.9,11.68,M5Ve,1.85,-6.412664,8.235479,3.674523,8.76e-06,8.79e-06,-4.42e-06,2.232391508183701,0.3384943585084462,-1.1125504341e-06,-4.23484749e-07,,,Cnc,1,41706,GJ 2069,0.0018535316234148,CU,12.03,11.19,M,224,3261.9494553253403,0.1364632699683343,HIP41824,"HIP41824 belongs to the Cnc constellation. For more information, visit https://explorer.openstars.org/#view/hip-41824",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip41824.png,https://explorer.openstars.org/#view/hip-41824,0,0.09
64592,64592,64797,115404.0,,Gl 505A,,,13.280843,17.017182,11.0717,631.21,-260.84,6.7,6.49,6.269,K2V,0.926,-9.997344,-3.483932,3.240244,1.09e-06,-3.55e-05,-1.138e-05,3.476916606683789,0.2970058618549649,3.060192433e-06,-1.264588004e-06,,,Com,1,64592,Gl 505,0.270644994903848,,,,K,225,4640.5546329216195,0.8131070035969338,HIP64797,"HIP64797 belongs to the Com constellation. For more information, visit https://explorer.openstars.org/#view/hip-64797",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip64797.png,https://explorer.openstars.org/#view/hip-64797,0,0.11
21503,21503,21556,,,Gl 173,,,4.628297,-11.038875,11.0988,-225.81,-193.6,-7.0,10.34,10.114,M1,1.505,3.828396,10.198489,-2.12513,8.2e-06,-1.272e-05,-8.85e-06,1.2116852988694946,-0.1926647127437437,-1.094757772e-06,-9.38599285e-07,,,Eri,1,21503,,0.0078415154052812,,,,M,226,3644.7598584757334,0.2246864660384706,HIP21556,"HIP21556 belongs to the Eri constellation. For more information, visit https://explorer.openstars.org/#view/hip-21556",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip21556.png,https://explorer.openstars.org/#view/hip-21556,0,0.09
56879,56879,57050,,,GJ 1148,,,11.695765,42.751974,11.1037,-579.67,-89.54,0.0,11.86,11.633,M5,1.503,-8.127583,0.648794,7.537481,-7.8e-07,3.136e-05,-3.54e-06,3.0619442107047066,0.7461627026060212,-2.810319462e-06,-4.34102169e-07,,,UMa,1,56879,,0.0019355304139797,,11.937,11.767,M,227,3647.313105442265,0.1115363598178692,HIP57050,"HIP57050 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-57050",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip57050.png,https://explorer.openstars.org/#view/hip-57050,0,0.09
22686,22686,22738,,,GJ 2036A,,,4.891985,-55.860307,11.1086,132.86,73.93,0.0,10.73,10.502,M2Ve,1.58,1.783145,5.973835,-9.194274,-5.91e-06,5.2e-06,2.23e-06,1.2807186520802398,-0.9749462868009025,6.441234559e-07,3.58422754e-07,,,Dor,1,22686,GJ 2036,0.005485295139412,,10.808,10.668,M,228,3552.1294074956745,0.1978793576488905,HIP22738,"HIP22738 belongs to the Dor constellation. For more information, visit https://explorer.openstars.org/#view/hip-22738",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip22738.png,https://explorer.openstars.org/#view/hip-22738,0,0.09
12744,12744,12777,16895.0,799.0,Gl 107A,13The Per,,2.736634,49.228448,11.1272,334.03,-89.96,24.4,4.1,3.868,F7V,0.514,5.480091,4.772164,8.42701,3.23e-06,2.67e-05,1.573e-05,0.7164491349524502,0.8591984967891138,1.6194231371e-06,-4.36138387e-07,The,13.0,Per,1,12744,Gl 107,2.470586136038431,,,,F,229,5947.04797774625,1.494489609769575,HIP12777,"HIP12777 belongs to the Per constellation. For more information, visit https://explorer.openstars.org/#view/hip-12777",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip12777.png,https://explorer.openstars.org/#view/hip-12777,0,0.11
